,designation,d/au,d_error/au,t/yr,z,ra/deg,dec/deg,RUWE
1381,Gaia DR3 6049459757084212736,572298.3890593933,197.2187963605263,-4124.669578581835,2901.845055443913,246.0972628,-23.37034817,1.0769733999999997
371,Gaia DR3 6049394507942713344,574054.3281240491,96.49959561401725,-10000.0,5948.774442746614,245.6266333,-24.18872949,1.4088517
154,Gaia DR3 6048951366100474368,574734.3573415931,0.002757688431242454,0.0,208411635.9304054,246.2464043,-25.35510653,1.374271
179,Gaia DR3 6049300671498698624,576333.1541380339,67.6126245703135,-10000.0,8524.04647505849,245.6249813,-24.18982681,1.0802618
290,Gaia DR3 6049215936086478592,577105.4577779353,0.009444370149656014,0.0,61105764.45364701,245.7293077,-24.81998122,0.97001344
676,Gaia DR3 6046017186180545536,577311.0584030343,193.42529452185846,-10000.0,2984.6719883773735,247.1045815,-25.45489142,1.0615358
392,Gaia DR3 6050634482180904704,578330.3242795683,0.0680436180787662,0.0,8499405.831272852,247.93574959999998,-24.03708511,1.1651615
267,Gaia DR3 6049407594707216768,578370.2572818112,1478.602073515192,-10000.0,391.16018274396714,245.60498030000002,-24.08776554,1.0914248
444,Gaia DR3 6049407594709184256,578447.5288755503,512.1245843087731,-10000.0,1129.5054887011424,245.6049585,-24.08722528,1.0745269
165,Gaia DR3 6050623933739317504,579223.6975500275,0.06653338151281916,0.0,8705760.693050405,247.96034390000003,-24.15394811,1.0340209999999999
437,Gaia DR3 6048954737654208384,581311.5739284336,0.009168666769187143,0.0,63401974.19782225,246.1718855,-25.32795056,1.7500275
205,Gaia DR3 6050704640470196096,581629.7943620316,0.030064628841058642,0.0,19345982.863680385,247.7287931,-23.59481553,1.0513834
161,Gaia DR3 6048950545766082688,581727.851616603,0.0077904591866682655,0.0,74671830.97654988,246.26659269999996,-25.381434699999996,1.011965
486,Gaia DR3 6046020961456321152,583899.5734484567,824.3838704173326,-10000.0,708.2860235400601,247.3390779,-25.42544608,1.0510739
310,Gaia DR3 6049459550927597184,584837.8714487216,55.674110317804804,-10000.0,10504.664881221966,246.05632859999997,-23.37421525,1.0019666999999999
173,Gaia DR3 6049423748080115072,584843.0287625762,99.07135080979404,-10000.0,5903.250778173093,245.76681150000002,-23.71269849,1.0954366000000002
262,Gaia DR3 6050931036786113536,585272.1653421896,122.28025329947788,-10000.0,4786.317901295095,247.17497310000002,-23.18822075,0.8968171
1110,Gaia DR3 6049424675793253248,585543.2957285708,142.9523112208544,-10000.0,4096.0743532431225,245.7592312,-23.68295902,0.9565370999999999
191,Gaia DR3 6049300293541570560,587421.6630547205,76.04419902713362,-10000.0,7724.7399613627385,245.5991458,-24.23595545,1.0969013
226,Gaia DR3 6049408183118591360,587844.7019966915,85.21116652482552,-10000.0,6898.681545750558,245.61311609999998,-24.053043399999996,1.0996466999999999
737,Gaia DR3 6050968080882795264,589484.3833058528,43.96311546217325,-10000.0,13408.612585999666,246.4920775,-23.13564376,1.1343087
217,Gaia DR3 6045932347688546176,594440.5848312867,0.004651057456449313,0.0,127807620.18044204,246.56835460000002,-25.50963144,1.0153347
443,Gaia DR3 6046009764477230848,594539.326110935,0.004554216199390235,0.0,130547014.03735246,247.7420089,-25.07154136,1.2010161
754,Gaia DR3 6050919079597370624,594950.671933806,966.37240519718,-10000.0,615.6536224897807,247.3514609,-23.230567699999998,1.0975362
917,Gaia DR3 6047564611356188288,596057.9159178596,0.01154303890161243,0.0,51637867.72256283,247.9391299,-24.71877397,1.0212725
305,Gaia DR3 6049448379716639488,598323.3387593182,0.04061909291976003,0.0,14730100.939015578,245.77168089999998,-23.65592062,1.020469
728,Gaia DR3 6048980644892815232,599958.76891105,0.02498287029336998,0.0,24014805.419306394,245.9829781,-25.23484924,1.0300736
1418,Gaia DR3 6049232089460778880,601947.1115351549,176.52384262317145,-10000.0,3410.0045783624932,245.62742889999998,-24.73048916,1.6434348
604,Gaia DR3 6050985123313143680,603355.5304328923,150.18169711385352,-10000.0,4017.503743984764,247.1115204,-22.96667906,1.0037503
250,Gaia DR3 6049192124788179200,608422.3728951197,1796.8397613941593,-10000.0,338.606917526718,245.4948759,-24.99842772,1.0424533
512,Gaia DR3 6047513342330957312,611683.8754973217,0.24952064686009998,0.0,2451435.9160036873,247.86848659999998,-24.94798561,1.2178783000000002
157,Gaia DR3 6046002823810055936,612196.7063566187,0.0657316503168883,0.0,9313575.779784251,247.6962173,-25.179096899999998,1.7712183000000001
151,Gaia DR3 6049313453321383040,616714.043529008,102.61495707723257,-10000.0,6009.981986006598,245.5416378,-24.15343126,1.2673789
183,Gaia DR3 6049313453321383168,617809.8207567469,63.119760851507564,-10000.0,9787.898629878777,245.5422409,-24.15158758,1.1335441000000002
475,Gaia DR3 6050637879499111296,619337.0367688743,0.038012072500862346,0.0,16293166.776287295,247.98100409999998,-23.8980277,1.0501428999999998
1183,Gaia DR3 6045975851415421184,619343.832707851,0.005939951909217148,0.0,104267482.66207376,247.45462719999998,-25.39369254,1.4881591
192,Gaia DR3 6048930170437046400,620170.1895985547,368.3377586168728,-10000.0,1683.699743212115,245.9966503,-25.38565051,1.1074655
396,Gaia DR3 6047600620362095360,620965.4374997303,235.12712241262057,-10000.0,2640.977489657738,248.17881719999997,-24.4486241,1.0635421
284,Gaia DR3 6049422476769797120,621403.8052404398,0.005222216494240279,0.0,118992348.54123773,245.6563746,-23.76412693,1.0322365
359,Gaia DR3 6049414088698236032,628766.3120225936,819.775406354316,-10000.0,766.9982621445389,245.5606654,-23.95044906,1.1421207
397,Gaia DR3 6046012856853873792,629326.4338148237,0.005925364312550632,0.0,106208901.3635558,247.2285577,-25.5252808,1.0190976
733,Gaia DR3 6045973583669596800,632581.1660245274,0.014839710450032335,0.0,42627594.93552983,247.4408419,-25.43337225,3.34785
203,Gaia DR3 6049286687085135360,633880.1119994338,58.65780432002566,-10000.0,10806.407081675035,245.49029810000002,-24.49553289,1.0049415000000002
384,Gaia DR3 6050633657547182208,635680.2020121878,233.848060861253,-10000.0,2718.3471168031206,248.045427,-23.98571211,1.0516697
404,Gaia DR3 6049297922719620992,637868.4140519653,0.007939994406929699,0.0,80336128.88886422,245.4940567,-24.31682228,1.2884252
413,Gaia DR3 6049297888359883008,638269.0296815814,248.5702922839946,-10000.0,2567.760707914167,245.4772694,-24.32471444,0.99198395
337,Gaia DR3 6048913295511947520,644330.7542980257,0.039377239214459465,0.0,16363025.116840215,246.3106077,-25.54037572,1.2644478000000001
225,Gaia DR3 6050211681303674368,645310.9141992648,244.71667154574834,-10000.0,2636.971605257502,245.9648076,-23.29096806,1.0089390999999999
654,Gaia DR3 6050176604308499840,651301.9327648378,129.2408146577054,-10000.0,5039.444656007565,245.64835069999998,-23.62614135,0.957075
172,Gaia DR3 6050172756017616256,655519.9142237497,209.3436797665751,-10000.0,3131.3097914141727,245.5606117,-23.78663045,0.93477106
204,Gaia DR3 6051000310318505344,656946.1589634671,1639.5421452806315,-10000.0,400.6887903763042,246.8664381,-22.90847212,1.0730375
211,Gaia DR3 6051721967904096640,658563.0368349369,144.598788463027,-10000.0,4554.416007457264,246.2067286,-23.09378912,1.1115696000000002
212,Gaia DR3 6050205707007205376,659237.776916355,226.41949043929327,-10000.0,2911.57698322401,245.7586505,-23.45778711,0.94872326
555,Gaia DR3 6050200518686405504,660253.8979161792,234.2075681410555,-10000.0,2819.097192958897,245.6683597,-23.56409689,1.0055454
1308,Gaia DR3 6047603506578492544,660517.444346244,0.014522340682211551,0.0,45482850.099730365,248.13668700000002,-24.37132229,1.0510712
188,Gaia DR3 6048929002210154880,660589.5611665056,0.009435067778777777,0.0,70014288.89068125,246.0474523,-25.43990132,1.007663
276,Gaia DR3 6049311666614988928,662166.2780271493,92.93089084554295,-10000.0,7125.36242795425,245.44541949999999,-24.20313635,1.0796199
938,Gaia DR3 6050214881057133312,664055.7649401177,226.26281056377914,-10000.0,2934.886927663851,245.9179617,-23.27027874,1.059142
286,Gaia DR3 6050996118429316352,664763.7066557854,49.03354603886206,-10000.0,13557.324737005963,246.5831924,-22.96956243,1.1013903999999999
275,Gaia DR3 6050173198398288256,664879.2568053292,0.20883302691335096,0.0,3183784.033744821,245.57182230000004,-23.735635100000003,1.0478101
626,Gaia DR3 6047569834036585728,665069.4992417363,0.005318276536159074,0.0,125053576.04477969,248.091357,-24.70422931,1.2950701999999998
278,Gaia DR3 6050205878805898240,666673.3170550262,67.45528386276118,-10000.0,9883.188964283116,245.7491832,-23.4431511,0.9661484
1296,Gaia DR3 6050747010325762944,671242.6201121301,135.4537029053914,-10000.0,4955.513254450963,248.091681,-23.67930269,1.0587955
249,Gaia DR3 6050997733337308160,675689.0820130145,86.82224749888648,-10000.0,7782.441729830599,246.62208219999997,-22.94241649,1.0365314
530,Gaia DR3 6045963481908398848,681245.265950554,0.2373506076597739,0.0,2870206.5381988543,247.38962430000004,-25.57239508,1.0633662
196,Gaia DR3 6051725330858968704,682304.9832401185,229.1820363272181,-10000.0,2977.131166885817,246.2001816,-23.04583128,1.1068187
615,Gaia DR3 6045914377549499648,682594.3318571006,0.029630830074214815,0.0,23036625.37119081,246.75898560000002,-25.70969943,1.0124094000000001
767,Gaia DR3 6048982118067961088,683362.3492009034,0.04752689925813093,0.0,14378433.263432253,245.7970305,-25.29208828,1.2036513999999998
372,Gaia DR3 6050206772159097600,683383.7073657521,666.0114705194038,-10000.0,1026.0839904646089,245.69513309999996,-23.42586889,2.1340325
228,Gaia DR3 6048982328524443136,683406.4064444697,0.004283682094367241,0.0,159537143.83779877,245.7816938,-25.27625152,1.1480446000000002
271,Gaia DR3 6048982053647568128,683582.3938059476,0.007910986604346013,0.0,86409246.78477043,245.79767230000002,-25.29338641,1.0183674999999999
1065,Gaia DR3 6047508639342384000,685370.5841845653,0.023821178504835585,0.0,28771480.976284966,247.97807830000002,-25.05679306,5.3949394
819,Gaia DR3 6047508570622891392,686649.2290643022,0.008559432181648815,0.0,80221352.82950884,247.9767629,-25.06381278,1.0722553
325,Gaia DR3 6050206772159097088,688594.4136449877,99.00151332137808,-10000.0,6955.392807074341,245.69669610000003,-23.42918661,0.9943978000000001
195,Gaia DR3 6050805662399213952,689841.6442265826,79.26428290786646,-10000.0,8703.057908546603,247.863941,-23.3586096,0.97978574
329,Gaia DR3 6050206772159885952,691603.2341924215,428.3020798708536,-10000.0,1614.755721945038,245.6947994,-23.42592688,0.83630705
197,Gaia DR3 6048976762246802944,691758.2927628544,0.002644312323362024,0.0,261602340.4842515,245.8847161,-25.39694996,1.0754291
518,Gaia DR3 6051718188331124352,691962.87835987,100.15306667594785,-10000.0,6909.053325334146,246.0238031,-23.13074913,1.1018053
383,Gaia DR3 6047523959490195328,700128.3499250412,2418.448093113266,-10000.0,289.49488389629505,248.1644224,-24.74176221,1.0837419
301,Gaia DR3 6045991725614509312,701615.0087699997,31.955220229257296,-5072.8555386424405,21956.193815482482,247.88592599999998,-25.26859374,1.3618598
356,Gaia DR3 6045982792082523136,704637.6586226444,0.005266757012721145,0.0,133789665.42802082,247.6862117,-25.44286406,1.1077586000000001
207,Gaia DR3 6050204641855013376,705344.9906718364,80.5754820381026,-10000.0,8753.841402255493,245.60397819999997,-23.49871178,1.018182
480,Gaia DR3 6047507986507354752,705514.16332307,0.005081343407207422,0.0,138844023.47661892,248.0331834,-25.04480224,1.0181293
364,Gaia DR3 6049317645209483008,705624.1191283684,64.63381866647966,-10000.0,10917.25869965221,245.37162790000002,-24.08868076,1.1644527
1095,Gaia DR3 6045962790418839424,706536.8763309065,0.015108565584002536,0.0,46763994.39792033,247.3904173,-25.62884946,0.8897158000000002
978,Gaia DR3 6049208896638812672,707131.3869612594,0.009934782762618633,0.0,71177337.62855546,245.42188109999998,-24.76021603,1.6044948
1099,Gaia DR3 6049187559240082432,708608.7776877766,105.33702573315979,-10000.0,6727.062709012,245.5747635,-25.10018419,0.992775
368,Gaia DR3 6051726499090111616,713404.2502037463,64.94121121820353,-10000.0,10985.385656062008,246.1466952,-23.00076171,1.0486617
1009,Gaia DR3 6048974868162827776,717405.4359577189,0.044377949484694805,0.0,16165808.566823028,245.783152,-25.37587024,1.06722
208,Gaia DR3 6050217389318256768,721210.6527578846,233.38114555003472,-10000.0,3090.2695719404796,245.643097,-23.38956449,0.99823725
854,Gaia DR3 6050999416964505344,721489.474043356,0.009036777063948799,0.0,79839246.77323918,246.6329358,-22.86002343,0.95411545
442,Gaia DR3 6050829679854546432,723039.0647813119,3035.51107997673,-10000.0,238.1935185645426,247.773725,-23.12852244,1.0315434
800,Gaia DR3 6051080712106067200,726223.3074686882,56.26423549751212,-10000.0,12907.37003794889,247.12623259999998,-22.86006502,0.9976459000000001
958,Gaia DR3 6048975559653742208,728113.4407951555,0.16396683024952613,0.0,4440614.236959428,245.7291022,-25.352933899999996,1.0397013000000002
263,Gaia DR3 6045985231623945088,728664.452419176,0.007580862815534069,0.0,96118933.97227263,247.86849500000002,-25.34205192,1.0139127000000001
1374,Gaia DR3 6045867961841264512,729344.3437412089,0.003024495886766623,0.0,241145754.87848455,247.1120855,-25.77056558,1.0912558
1250,Gaia DR3 6050177459004435072,730151.388582847,377.8574648649004,-10000.0,1932.3460735224753,245.45198349999998,-23.67436958,0.9411152
270,Gaia DR3 6051732000945974912,733541.8098021331,66.68202032475868,-10000.0,11000.593656724779,246.00911839999998,-23.03228805,1.1254989
1178,Gaia DR3 6051730076800626432,733821.5402396698,172.92514577909208,-10000.0,4243.579133234389,245.9104724,-23.09588145,0.95117855
644,Gaia DR3 6050180894977922560,736100.8184586603,198.0391355900854,-10000.0,3716.946230174882,245.5149728,-23.52951159,0.9997461
451,Gaia DR3 6050220683555127680,737002.4670942688,311.4156658341735,-10000.0,2366.6197560103383,245.68725099999997,-23.28711035,0.9708618
394,Gaia DR3 6048993461079183488,740343.4068817046,0.003936299481572124,0.0,188081067.09045872,245.5638607,-25.19319512,1.0397285
620,Gaia DR3 6048904675515639680,741065.9049724732,41.97734594638348,-10000.0,17653.948534979234,246.10627340000002,-25.70724674,1.2145351
751,Gaia DR3 6051738701094968960,748307.8369772201,98.43155551659376,-10000.0,7602.3164832650555,246.07447280000002,-22.95192471,1.0846153
559,Gaia DR3 6051728977289000064,748332.0779986534,107.15411762116469,-10000.0,6983.698756629447,246.21582940000002,-22.89534809,1.1411753
994,Gaia DR3 6045948191826239744,748863.839820965,0.004718719926560263,0.0,158700633.11150008,247.38610840000004,-25.72486837,1.2496528999999998
300,Gaia DR3 6049210335449828480,749223.8980412759,1805.445823426551,-10000.0,414.9799945917656,245.32723810000002,-24.79561506,1.1229668
381,Gaia DR3 6050192925184232576,752782.6409691125,274.4799020616442,-10000.0,2742.578364808832,245.4891361,-23.49188238,1.0705433000000002
347,Gaia DR3 6050191241557405824,753477.8929545284,2872.9790020809555,-10000.0,262.26362685169977,245.44229840000003,-23.54896107,0.97392946
447,Gaia DR3 6051003608852441856,754851.4446947429,128.3746163734998,-10000.0,5880.067773667489,246.91468500000002,-22.77922495,1.0115132
214,Gaia DR3 6050218523189626624,755238.1331404799,96.02669015960517,-10000.0,7864.877274070416,245.5771847,-23.36348952,2.6525084999999997
326,Gaia DR3 6045861811448120320,757567.6952258236,0.0071693021285905165,0.0,105668261.93650194,246.9169701,-25.85775532,1.0761763999999998
323,Gaia DR3 6051008041258840832,757920.4112970639,1371.6086928830837,-10000.0,552.5777251410794,246.76965570000002,-22.71979164,1.145598
463,Gaia DR3 6049196625913294720,760267.6567210396,329.2142194336791,-10000.0,2309.3402770660005,245.2000867,-25.08200345,1.0468482
846,Gaia DR3 6050070531500394240,760278.1909787253,836.317034379922,-10000.0,909.0789254847896,245.25923889999999,-23.97779848,1.1469281999999998
222,Gaia DR3 6049310223505995648,763902.1297297287,140.81586434235,-10000.0,5424.8300310293025,245.21904619999998,-24.18296434,0.9964511
804,Gaia DR3 6045947710789545600,765386.9347682964,0.006480755637845877,0.0,118101495.80376734,247.3824992,-25.76279955,1.3718448
258,Gaia DR3 6051097681519794944,765479.7028616598,42.96451354468491,-10000.0,17816.556960793434,246.914811,-22.75653746,1.1949329
227,Gaia DR3 6051733306616059136,765974.9655497241,116.39642868518821,-10000.0,6580.742847544056,245.960427,-22.9773576,1.084065
287,Gaia DR3 6051765398610275328,766259.9264501642,2979.866898040488,-10000.0,257.14568894135647,246.30239930000002,-22.78032528,1.2260137
251,Gaia DR3 6050172068822858624,769102.3525667343,73.96674123313464,-10000.0,10397.948317644716,245.32990809999998,-23.70809199,0.93914837
646,Gaia DR3 6050828988364222848,771392.2201571339,0.02719883696171521,0.0,28361220.784658447,247.8261626,-23.13752426,1.1175114
1071,Gaia DR3 6049198691796512768,773249.2089525572,990.5245136191502,-10000.0,780.6462114978672,245.3373861,-24.98847921,1.0198224
1264,Gaia DR3 6050072661804674048,774192.4347328452,62.81395754793253,-10000.0,12325.165694934423,245.0996965,-23.99359124,1.0913122
561,Gaia DR3 6050191963111385984,774444.6018969256,101.45417256246243,-10000.0,7633.4425912361785,245.407021,-23.54176092,1.0171620000000001
543,Gaia DR3 6050232851200327680,777515.5078474575,200.32876884153296,-10000.0,3881.1974552816196,245.8070042,-23.06633418,1.0345731
245,Gaia DR3 6050183716774345472,777908.1251207147,67.37659945878042,-10000.0,11545.672108261006,245.3103701,-23.70569142,1.4656409
887,Gaia DR3 6050221370749835264,778023.3707974941,1216.8454065618703,-10000.0,639.3773330630029,245.4633899,-23.35474105,2.9375677000000002
247,Gaia DR3 6051739903685831040,779093.1577929235,62.13904540515682,-10000.0,12537.900328418431,246.05150419999998,-22.89864518,1.0773106000000001
725,Gaia DR3 6051097032983348096,779432.3121089934,0.0225924581953663,0.0,34499668.22418884,247.0211733,-22.74984223,1.0799415
595,Gaia DR3 6050218248311414400,779703.0944357087,0.008053838838607188,0.0,96811360.40345062,245.50994080000004,-23.38513781,1.1710011999999999
272,Gaia DR3 6050218248308708608,779837.6235808783,0.004633585557495663,0.0,168301116.6847561,245.50988990000002,-23.38474269,1.14628
793,Gaia DR3 6048968481549324800,779987.248111136,0.003864194419078795,0.0,201849897.68115267,245.7754085,-25.53973137,1.0590988000000001
673,Gaia DR3 6050232400229317248,782310.7746948677,90.13064724149473,-10000.0,8679.742114785393,245.71567830000004,-23.11886707,1.3796708999999998
244,Gaia DR3 6048904194480400768,784977.4137467445,0.008617336047576273,0.0,91092816.7838515,246.06458909999998,-25.74303688,2.4639485
524,Gaia DR3 6051734990243252096,786635.1662564332,95.48916212946952,-10000.0,8237.952336306706,245.88677239999998,-22.97980459,1.1038493
499,Gaia DR3 6050191619514003712,786655.396456121,104.68358297886358,-10000.0,7514.601373693455,245.3699986,-23.54427762,1.6020746000000001
1148,Gaia DR3 6048544276222207872,786945.3227497463,94.18324539197174,-10000.0,8355.470439297755,245.7869852,-25.66648209,0.97761387
546,Gaia DR3 6048899109238007552,787603.9002038895,116.56900635893176,-10000.0,6756.546399467028,246.1033864,-25.82241118,0.9573902
456,Gaia DR3 6050191619514003584,789542.4842295252,76.73721084386341,-10000.0,10288.912973863502,245.3694884,-23.54694781,1.0021054
712,Gaia DR3 6050221478126823680,791996.1702006105,103.413305723739,-10000.0,7658.551911263428,245.4831909,-23.35063271,1.1151642
1048,Gaia DR3 6049265727644987008,793701.1193869528,0.005337343139326291,0.0,148707156.101479,245.19248309999998,-24.54513909,1.0259260000000001
401,Gaia DR3 6050075483599453184,793779.4729956238,111.26479918936528,-10000.0,7134.14735638595,245.22298089999998,-23.85614915,1.0994041
242,Gaia DR3 6047720737713463296,794144.4706847572,0.1555242943713032,0.0,5106240.628803586,248.3740233,-23.98237784,5.4263697
947,Gaia DR3 6050231648609486336,796737.878159817,160.94631910490148,-10000.0,4950.33302153695,245.68183330000002,-23.12109439,0.9473805000000001
1001,Gaia DR3 6045897992252725632,798399.6788821018,0.0021654871986640923,0.0,368692864.7625539,246.45514920000002,-25.91044612,1.0811473999999999
253,Gaia DR3 6045893078810161152,800208.7674193709,0.005968567133611688,0.0,134070497.9111377,246.3824377,-25.897057800000002,4.9029169999999995
1225,Gaia DR3 6050185533543267584,803635.6473089772,401.99432217122165,-10000.0,1999.1218855242544,245.3188742,-23.60131255,1.0721703000000002
279,Gaia DR3 6051735162041951616,804291.7475319942,58.8772481228342,-10000.0,13660.484706316767,245.78255660000002,-23.01677764,1.1596156000000002
506,Gaia DR3 6045851022489950464,807335.2322293593,0.02095821655762133,0.0,38521179.9873199,247.1855412,-25.91648379,3.8613517
302,Gaia DR3 6050181483391170176,809804.6707454079,180.08346114307682,-10000.0,4496.829778843577,245.21056980000003,-23.79852246,1.0438974
1316,Gaia DR3 6049282804434971648,815260.8647851534,72.97070012962452,-10000.0,11172.441313252184,245.11554109999997,-24.38730083,1.5181831000000001
252,Gaia DR3 6047494002093999104,815475.9944458861,0.02058294966160796,0.0,39619005.43180847,248.26589390000004,-25.086327700000002,8.475506
593,Gaia DR3 6045763125981702528,816193.7653110282,690.9282046821144,-10000.0,1181.3004010837083,247.7786395,-25.76222317,1.0878428
823,Gaia DR3 6050182411102119680,817020.4681401255,3689.8977510599475,-10000.0,221.42089652902467,245.2375608,-23.72127809,0.928318
280,Gaia DR3 6050087677009711744,817250.0516524526,63.94520359709906,-10000.0,12780.474620140672,245.19144350000002,-23.80591622,1.0720869
353,Gaia DR3 6051759518797591552,818202.6503603219,0.014711742636692683,0.0,55615617.4401553,246.6873886,-22.65772271,1.017296
1128,Gaia DR3 6049282804434971776,822062.21382663,48.5469163058728,-5191.14956972709,16933.355944735544,245.1180577,-24.38488103,1.5756786
254,Gaia DR3 6050233675834052352,822859.0198054782,260.4143351874515,-10000.0,3159.806925425851,245.70263909999997,-23.03843559,1.0241076
662,Gaia DR3 6051735608718562560,822982.4985963536,70.92403010549006,-10000.0,11603.71875896331,245.78657919999998,-22.96205157,1.1745192
706,Gaia DR3 6048899246674947072,823211.8427013403,0.1010746191646186,0.0,8144595.0477497075,246.05641490000002,-25.82599343,1.0146334000000001
569,Gaia DR3 6051092050819753728,823546.5901287814,40.76463824607187,-10000.0,20202.475124580295,247.2696347,-22.705529100000003,0.97472566
255,Gaia DR3 6049278200230024064,825456.892587171,0.017446985731082307,0.0,47312292.524925716,245.11909869999997,-24.47342334,1.1977918
257,Gaia DR3 6051735604422474240,826389.8885362119,1963.6027507977903,-10000.0,420.85390652486035,245.7785174,-22.96037489,1.1064914
316,Gaia DR3 6048596674824189184,828202.314658419,72.75037194224791,-10000.0,11384.166053692185,245.6253691,-25.54231191,1.0627544
636,Gaia DR3 6048610143839122816,829638.9670331914,0.1723943073335445,0.0,4812449.899682738,245.5223159,-25.43353292,1.2063428
289,Gaia DR3 6045835663687159680,831031.8448843093,0.07211113536226492,0.0,11524320.62967047,246.79723059999998,-26.01233395,1.1846703
482,Gaia DR3 6045791575844270208,832635.2144086276,0.0039852626973403285,0.0,208928564.4743843,248.00241890000004,-25.50809956,0.99989575
336,Gaia DR3 6051853290823515136,833069.9860411495,0.0027538820128361194,0.0,302507508.36750704,246.83830509999999,-22.62472434,0.99851006
445,Gaia DR3 6045791953801392128,833804.2068351493,0.003983750215622788,0.0,209301327.06746498,248.0066775,-25.50715419,0.95942324
298,Gaia DR3 6045834942126067840,834689.443655799,0.08119949375915628,0.0,10279490.733421933,246.8137689,-26.01965747,3.5349142999999996
1159,Gaia DR3 6050281092273002496,835407.4046015054,182.54768635039332,-10000.0,4576.379034451155,245.69660860000002,-23.00382075,0.8812268
468,Gaia DR3 6045834907772776448,837418.7387096024,0.09242419067133055,0.0,9060601.262796503,246.80944509999998,-26.02526263,1.8947371
497,Gaia DR3 6045835285729979136,837958.5231982912,0.05804260874977375,0.0,14436954.872424778,246.7917103,-26.02644261,2.8508055
906,Gaia DR3 6045834907766309248,838198.3581278418,0.12167485153267496,0.0,6888838.141731773,246.80547880000003,-26.02688415,2.0378244
388,Gaia DR3 6045800925992651520,838547.111332002,73.81999279730229,-10000.0,11359.349676916336,248.2152008,-25.29892276,1.0775582000000001
274,Gaia DR3 6045834907772804224,839098.9670514953,0.12441204569670676,0.0,6744515.471573076,246.8012017,-26.0287443,1.1776261000000001
283,Gaia DR3 6045834873406391936,840045.4110058653,0.06900909354642994,0.0,12172966.892264355,246.82969730000002,-26.03029389,2.2097882999999996
1286,Gaia DR3 6050183407536943488,840455.0463451578,0.29245438389707573,0.0,2873798.7618641458,245.1996141,-23.69575373,1.08712
265,Gaia DR3 6050245976620285312,840723.5294887465,159.21543984528628,-10000.0,5280.414577290363,245.3795131,-23.318885199999997,2.7317127999999995
285,Gaia DR3 6045834667253370368,843469.0569108858,0.13164113387108356,0.0,6407336.613621824,246.83951230000002,-26.03702727,1.0909333
1275,Gaia DR3 6050087440786188160,849019.8710946369,3897.7078529112723,-10000.0,217.82542538699707,245.13199550000002,-23.81993379,1.0257587
260,Gaia DR3 6050270303315054080,850247.8576046556,108.85006464744781,-10000.0,7811.183763266522,245.4249404,-23.22881544,1.010728
988,Gaia DR3 6047533103476186496,850360.6521021859,0.00608664109839037,0.0,139709346.80657715,248.48170499999998,-24.70149466,1.5604235
533,Gaia DR3 6047302755798994560,850363.7014748242,0.00467476922331881,0.0,181904958.48073462,248.26229130000002,-25.23590349,1.0522084999999999
570,Gaia DR3 6045854286665108480,850949.8070263071,47.073122517690805,-10000.0,18077.190581663814,246.9543067,-26.045622,1.212693
282,Gaia DR3 6051104141150616192,851128.0114355879,0.0023336129674912873,0.0,364725437.89066243,246.961288,-22.59555686,1.1872719999999999
567,Gaia DR3 6047302755798994432,851177.9235324119,0.01814799684803463,0.0,46902031.70409916,248.2624889,-25.23871842,10.117221
669,Gaia DR3 6051763543186342784,852367.6366981121,280.2854066207725,-10000.0,3041.0703396034087,246.6651926,-22.5724004,4.851299
695,Gaia DR3 6050189867167356672,852446.4231374795,102.47065058413848,-10000.0,8318.932477524744,245.24126329999999,-23.53227573,1.096943
416,Gaia DR3 6048897288171373440,853537.1832210971,0.00410707331858759,0.0,207821267.60635138,246.1027915,-25.91531039,1.0572191
679,Gaia DR3 6051770342115073408,856986.0767208007,136.88977793406247,-10000.0,6260.409576627385,246.13263270000002,-22.68940424,1.0322652
297,Gaia DR3 6048609314912116864,857287.4666812866,0.10646078444540287,0.0,8052612.716947771,245.50393540000002,-25.49741493,2.6373925
1079,Gaia DR3 6047718371188289024,860925.8603740328,111.4550234313818,-10000.0,7724.424022072623,248.70303810000001,-23.84737697,0.93835884
1343,Gaia DR3 6047716240884142080,861200.5286192015,62.12481186231089,-10000.0,13862.424735030287,248.6418661,-23.91045345,1.0919527
715,Gaia DR3 6051770105896200704,861404.6784762993,147.5996299266507,-10000.0,5836.089690091854,246.21397489999998,-22.6591682,6.319438
809,Gaia DR3 6050271265387894272,865866.9533805886,157.66338388121054,-10000.0,5491.870921868358,245.4160634,-23.19445264,0.96347475
410,Gaia DR3 6051764573978499200,868169.0260678676,55.47671319710045,-10000.0,15649.251299070173,246.5839756,-22.55363916,1.1099905
458,Gaia DR3 6051764573978499712,868924.9488419911,45.486921658647304,-10000.0,19102.74244018454,246.5832088,-22.55081664,1.0512848999999997
788,Gaia DR3 6045764294213008128,870641.6365136097,0.03688923317241213,0.0,23601510.83771308,247.8966193,-25.7073818,1.0747096999999999
1341,Gaia DR3 6051772472421671040,871661.0451865887,541.3104005146167,-10000.0,1610.2795075762665,246.23383900000002,-22.62079139,1.0820659
273,Gaia DR3 6050742852797553408,872421.3612525539,0.011065449024596883,0.0,78841930.34672955,248.4119665,-23.58984662,1.0396336
998,Gaia DR3 6050283325656002176,876557.3963539882,165.28448902041683,-10000.0,5303.325203405572,245.54156980000002,-23.00848923,1.0522238000000002
866,Gaia DR3 6050271162305835520,876683.9691370658,231.28286945998454,-10000.0,3790.527033774741,245.37206290000003,-23.2178315,1.0761397
